id,trigger_event_id_OLD,trigger_event_id,tide_gauge_id,date_from,date_to,date_specificity,date_certainty,year_comment,month_comment,day_comment,placename,latitude,longitude,validity,is_tsunami_observed,is_tsunami_observed_certainty,is_seiche_observed,is_seiche_observed_certainty,source_material,discussion,time_arrival_from,time_arrival_to,time_arrival_specificity,time_arrival_certainty,time_arrival_comment,time_elapsed,time_elapsed_certainty,surge_duration_lower,surge_duration_upper,surge_duration_certainty,max_effective_peak-trough_lower,max_effective_peak-trough_upper,max_effective_peak-trough_certainty,time_peak-effective_from,time_peak-effective_to,time_peak-effective_specficity,time_peak-effective_certainty,time_trough-effective_from,time_trough-effective_to,time_trough-effective_specificity,time_trough-effective_certainty,time_peak-trough-effective_comment,time-elapsed_peak-trough-effective_lower,time-elapsed_peak-trough-effective_upper,time-elapsed_peak-trough-effective_certainty,max_effective_zeropeak,max_effective_zeropeak_comment,max_effective_zeropeak_certainty,time_zeropeak-effective_from,time_zeropeak-effective_to,time_zeropeak-effective_specificity,time_zeropeak-effective_certainty,time_zeropeak-effective_comment,time-elapsed_zeropeak-effective_lower,time-elapsed_zeropeak-effective_upper,time-elapsed_zeropeak-effective_certainty,predominant_periods,is_first_motion_up,tidal_records,reference_datasource,time_arrival_expected_from,time_arrival_expected_to,time_arrival_expected_specificity,time_arrival_expected_certainty,time_arrival_expected_comment,obs_time_first_arrival_from,obs_time_first_arrival_to,obs_time_first_arrival_specificity,obs_time_first_arrival_certainty,obs_time_first_arrival_comment,obs_first_arrival_comments,traveltime_firstarrival_lower,traveltime_firstarrival_upper,traveltime_firstarrival_certainty,obs_observed_time_lapsed_lower,obs_observed_time_lapsed_upper,obs_observed_time_lapsed_certainty,obs_surge_duration_min_lower,obs_surge_duration_min_upper,obs_surge_duration_min_certainty,obs_max_peak-trough_lower,obs_max_peak-trough_upper,obs_max_peak-trough_certainty,obs_time_max_peak-trough-effective_comment,obs_time_max_peak-effective_from,obs_time_max_peak-effective_to,obs_time_max_peak-effective_specificity,obs_time_max_peak-effective_certainty,obs_time_max_trough-effective_from,obs_time_max_trough-effective_to,obs_time_max_trough-effective_specificity,obs_time_max_trough-effective_certainty,obs_water_elevation_shore_lower,obs_water_elevation_shore_upper,obs_water_elevation_shore_certainty,obs_time_max_elevation_comment,obs_time_max_elevation_from,obs_time_max_elevation_to,obs_time_max_elevation_specificity,obs_time_max_elevation_certainty,obs_height_max_at-inundation_lower,obs_height_max_at-inundation_upper,obs_height_max_at-inundation_certainty,obs_height_max_at-inundation_comment,obs_time_max_height_from,obs_time_max_height_to,obs_time_max_height_specificity,obs_time_max_height_certainty,obs_time_max_height_comment,obs_waterheight_at-inundation_proxy_max,obs_waterheight_at-inundation_proxy_min,obs_height_onshore,obs_max_onshore_flow_depth,obs_extent_inundation_lower,obs_extent_inundation_upper,obs_extent_inundation_certainty,obs_extent_inundation_comment,obs_heigth_max_inundation_lower,obs_heigth_max_inundation_upper,obs_heigth_max_inundation_certainty,obs_heigth_max_inundation_comment,obs_time_max_height_inundation_from,obs_time_max_height_inundation_to,obs_time_max_height_inundation_specificity,obs_time_max_height_inundation_certainty,obs_time_max_height_inundation_comment,obs_distance_travelled_lower,obs_distance_travelled_upper,obs_distance_travelled_certainty,obs_distance_travelled_comment,obs_height_max_bore_lower,obs_height_max_bore_upper,obs_height_max_bore_certainty,obs_is_first_motion-up,obs_is_first_motion-up_certainty,obs_predominant_period_lower,obs_predominant_period_upper,obs_predominant_period_certainty,obs_predominant_period_comment,obs_no_sig-waves,obs_wave_type,obs_wave_type_certainty,obs_fatalities,obs_fatalities_certainty,obs_injuries,obs_injuries_certainty,obs_damage,obs_intensity_lower,obs_intensity_upper,obs_threat_level,obs_threat_level_certainty,obs_measurement_type,obs_photographs,impact_summary,reference_ids,completeness,previous_database
541,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Gisborne Port,-38.67598986,178.0232582,4,FALSE,1,,,The Gisborne Herald contains no reports of local effects. (Gisborne Herald 30 March - 5 April 1964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 5:30,29/03/1964 5:30,t,1,,,,,,,,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
542,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Napier [default location: Port of Napier],-39.476,176.92,4,FALSE,1,,,"Although a watch was kept on the tide gauge, no unusual movement was recorded. (Daily Telgraph 30 March 1964)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 6:00,29/03/1964 6:00,t,1,,,,,,,,14.5,14.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
543,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Port Nelson,-41.26,173.27,4,TRUE,1,,,"On tide gauge at Nelson: time of arrival - indefinite; period 1st to 2nd crest -indeterminate; initial rise - indeterminate; following fall - indeterminate; Time of beginning of maximum rise or fall - incomplete record; duration of max. rise or fall - incomplete record; height - incomplete record. Copy of record is included in the paper. (Berkman & Spaeth, 1967)","Reinterpretation of the partial tide gauge record reproduced in Spaeth & Berkman (1967) by picking peaks and troughs allows a rough estimate of a peak-to-trough and zero to peak measurements not given in Spaeth & Berkman (1967) because of the incomplete record. See Excel plots. A comoplete record should be searched and if not available, the trace given in Spaeth & Berkman (1967) should be digitised and analysed.",29/03/1964 15:00,29/03/1964 15:00,t,1,,23.5,1,,,,0.75,0.75,1,29/03/1964 19:00,29/03/1964 19:00,t,2,29/03/1964 19:00,29/03/1964 19:00,t,2,19:00 (29 March),27.5,27.5,1,0.5,,1,29/03/1964 15:20,29/03/1964 15:20,t,1,,23.5,23.5,1,,,LINZ? Tide gauge record reproduced in Spaeth & Berkman (1967),,29/03/1964 7:00,29/03/1964 7:00,t,1,,,,,,,See tide gauge data columns,15.5,15.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,III,III,,,,,see source event,,see source event,see source event
544,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Wellington: Lambton Harbour,-41.29,174.78,4,TRUE,1,,,Wellington Harbour Board reported no discernible variations in tide heights up to morning of 30 March. (Daily Telgraph 30 March 1964); Gilmour's (1990) investigation of the response of Wellington Harbour to the 1964 tsunami by analysing tide gauge records implies a small tsunami occurred but was not recognised at the time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED ONLY,,,,,,,,,,160,,Probably lodged with LINZ. Records analysed for amplitude and period by Gilmour (1990),,29/03/1964 7:00,29/03/1964 7:00,t,1,,,,,,,,15.5,15.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,II,II,,,,,see source event,,see source event,see source event
545,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Picton,-41.29049591,174.0066935,4,TRUE,1,,,"During the night of 29 March and again on the morning of 30 March, water inundated the shore for 50 yards inland above normal high water mark, flooding around houses fronting the lagoon and around Victoria Lagoon, and submerging two low jetties. Although high water was due at 11 am March 30, the tide started to rise rapidly about 9.20 am and within 20 minutes, the two low lying Settler’s Wharves in front of the Wharfinger’s Office on the Picton Foreshore were submerged. The water rose at a rate of an inch a minute and after reaching its peak, which was held for a few minutes only, ebbed as fast as the rise. Shortly after 10 o’clock the tide ebbed suddenly, an hour before its normal time. The tide came well up over the Picton Foreshore, swept up the new launching ramp, and down into the car park area. No appreciable damage was done, but large numbers of jellyfish and other marine life were deposited. Water was around one small cottage to a depth of more than a foot, and to a depth of a few inches around a second house, some distance away, facing Waikawa Road that was ""quite a height above sea-level"". Residents who had been in Picton for more than 50 years said they could not remember the Settler’s Wharves ever being awash. Not long after 8 pm March 29, a 12-foot runabout left well above high water mark on the Foreshore was set adrift. it was found wedged under the Victoria Domain bridge, some 300 yards away, at 11.30 pm. (Marlborough Express 30 march 1964; briefer version in Oamaru Mail 30 March 1964)","According to NIWA Tide Forecaster (http://www.niwa.co.nz/services/free/tides)), HW was at 22:23 29 March NZST (0.73), and again at 10:34 30 March NZST( 0.78 ) at a User defined location near Picton. MHWS at Picton is 0.74 m and Highest Astronomical Tide (HAT) is 0.88 m above MSL (LINZ Website). While the tsunami impact was greatest within an hour of the MHWS level, the tide was not an exceptionally high spring tide and cannot account for the inundation. Assuming the houses are at least 0.3 m above HAT, inundation level must have been at least 0.8 m but probably no more than 1.5 m. Note that the highest level seems to have occurred 42 hours after generation and 27 hours after expected first arrival.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 7:00,29/03/1964 7:00,t,1,,29/03/1964 20:00,29/03/1964 20:00,t,1,,,15.5,15.5,1,28.5,28.5,1,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.5,2,,30/03/1964 9:40,30/03/1964 9:40,t,1,9:40,,,,,50,50,1,,1.5,2.2,2,,30/03/1964 9:40,30/03/1964 9:40,t,1,9:40,,,,,,,,,,,,,,,RRF,1,,,,,,V,V,,,,,see source event,,see source event,see source event
546,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,"Wairau River/Bar, Marlborough",-41.505,174.056,4,FALSE,1,,,"Nothing unusual has been noted in the seas or tides at Wairau bar, and the river was normal, up to morning of 30 March. (Marlborough Express 30 March 1964)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 7:00,29/03/1964 7:00,t,1,,,,,,,,15.5,15.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
547,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Greymouth,-42.45,171.21,4,TRUE,1,,,"On tide gauge at Greymouth: time of arrival - indefinite; period 1st to 2nd crest -indeterminate; initial rise - indeterminate; following fall - indeterminate; Time of beginning of maximum rise or fall - 05:27 GMT March 29 (rise); duration of max. rise or fall - 20 min (rise); height 1.2 ft. Copy of record is included in the paper. (Berkman & Spaeth, 1967)",Visual interpretion of the tide gauge record reproduced in Spaeth & Berkman (1967) indicates the maximum rise listed for Greymouth is a trough to peak measurement rather than zero to peak. Digitising the trace is needed to better interpret the record.,29/03/1964 11:30,29/03/1964 11:30,t,2,,20,1,,,,0.4,0.4,1,29/03/1964 17:27,29/03/1964 17:27,t,2,29/03/1964 17:27,29/03/1964 17:27,t,2,17:27 (29 March),25.9,25.9,1,,,,,,,,,,,,,,LINZ? Tide gauge record reproduced in Spaeth & Berkman (1967),,29/03/1964 8:30,29/03/1964 8:30,t,1,,,,,,,See tide gauge data columns,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,II,II,,,,,see source event,,see source event,see source event
548,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Kairaki [default location: Waimakariri River],-43.38875282,172.7067392,4,TRUE,1,,,"Yacht racing on the Waimakariri was disrupted by the changing of the tides. Surges came up the river after a race with 78 boats started mid-afternoon when there was no wind and the tide was rising. The water then ebbed, sending tremendous torrents of water tumbling out to sea"". In the absence of wind, the boats were at the mercy of the current. Many were beached, and some towed to safety. (The Press 30 March 1964); During the yacht race on March 29 the ebbing current threatened to carry yachts down towards the surf breaking on the bar, but none were damaged, some were deliberately beached. The only loss was a marker buoy which was taken out to sea. A second surge and rapid ebb occurred during the last race. (The Press 31 March 1964)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 6:30,29/03/1964 6:30,t,1,,,,,,,,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,IV,IV,,,,,see source event,,see source event,see source event
549,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,"Sumner-Redcliffs Road, Heathcote Estuary, Christchurch",-43.56469933,172.7486907,4,TRUE,1,,,"The sea at Sumner on the afternoon of March 29 was reportedly rough, but not regarded as particularly unusual. Although the sea came up about 1ft higher than usual for the time of the year, and had run further up the beach. (The Press 30 March 1964)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 6:30,29/03/1964 6:30,t,1,,,,,,,,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,2,,29/03/1964 0:00,29/03/1964 0:00,d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,III,III,,,,,see source event,,see source event,see source event
550,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Lyttelton,-43.60133602,172.7207806,4,TRUE,1,,,"On tide gauge at Lyttelton: tiMe of arrival - 22:10 GMT March 28; period 1st to 2nd crest - 12 min; initial rise - 0.2 ft; following fall - 0.2 ft; Time of beginning of maximum rise or fall - 06:00 GMT March 29 (fall) ; duration of max. rise or fall - 40 min (fall); height 4.1 ft. Copy of record is included in the paper. (Berkman & Spaeth, 1967); The Lyttelton Harbour Board’s duty officer who reported erratic surgings at the harbour throughout afternoon of Mar 29, said that the heights of the tides were not unusual for the full moon period, but the rapidity of change was a striking feature. At 1.45 pm on March 29 the tide at Lyttelton was 1 ft 3 in above mean low water spring tide level, but by 2 pm this had risen a further 2 ft 4 in. The tides then rose and fell slightly until reaching a height of 4 ft 6 in at 5 pm, then rising sharply to a high tide of 8ft 4in by 5.45 pm. Yachtsmen and launch owners reported discoloured water and mud up and down the outer harbour on afternoon of March 29. (The Press 30 March 1964); ""Lyttelton had 3 ft fluctuations at 20 minute intervals"" (Daily Telegraph 30 March 1964)","According to NIWA Tide Forecaster (http://www.niwa.co.nz/services/free/tides), HW occurred at about 05:09 NZST (0.92 m) LW at 11:23 NZST (-0.91) HW at 17:35 NZST (0.85) LW at 23:43 NZST (-0.84) 29 March 1964. According to LINZ website, MHWS 1.09 m , MLWS -1.09 m, MHWN 0.67 m MLWN -0.68 m HAT 1.31 LAT -1.27 (all relative to MSL). Reinterpretation of the tide gauge record reproduced in Spaeth & Berkman (1967) suggests and earlier arrival at approx. 20:30 GMT 08:30 NZST March 28, and significant differences in peak-to-trough measurements and first arrival time. These are used here rather than Spaeth & Berkman (1967) measurements. At its highest the tsunami only exceeded the HAT by a mere 0.2 m. See Excel plots",29/03/1964 6:30,29/03/1964 6:30,t,2,,15,1,,,,1.5,1.5,1,29/03/1964 18:00,29/03/1964 18:00,t,2,29/03/1964 18:00,29/03/1964 18:00,t,2,18:00 (29 March),26.5,26.5,1,0.7,,1,29/03/1964 14:15,29/03/1964 14:15,t,1,,22.7,22.7,1,90-120,TRUE,LINZ? Tide gauge record reproduced in Spaeth & Berkman (1967),,29/03/1964 6:30,29/03/1964 6:30,t,1,,,,,,,See tide gauge data columns,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1,,29/03/1964 17:40,29/03/1964 17:40,t,1,17:40,,,,,,,,,,,,,,,RRF,1,,,,,,III,III,,,,,see source event,,see source event,see source event
551,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,"Diamond Harbour, Lyttelton Harbour",-43.62686559,172.7308423,4,TRUE,1,,,The tides were ‘most erratic” in Diamond Harbour. A four or five knot current ran out during the afternoon when the tide was rising. (The Press 30 March 1964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 6:30,29/03/1964 6:30,t,1,,,,,,,,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,III,III,,,,,see source event,,see source event,see source event
552,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,"Purau and Port Levy, Banks Peninsula [default location: Purau]",-43.64,172.75,4,TRUE,1,,,"At Port Levy, a 37 ft cutter with a 6 ft draught grounded 100 yds offshore less than two hours after low water on March 29. The boat heeled over and righted again. A 26ft sloop also went aground 120 yds offshore in the same area.(The Press 30 March 1964)",Consistent with effects at Lyttelton when an 0.6 m fall to about 0.1 m below LW occurred at this time. See Lyttelton entry and Excel plots. Fall may have been greter and comparison with the Lyttelton record suggests that another grounding may have occurred later in the day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 6:30,29/03/1964 6:30,t,1,,,,,,,,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,IV,IV,,,,,see source event,,see source event,see source event
553,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,"Teddington, Lyttelton Harbour, Bank's Peninsula",-43.67031483,172.660292,4,TRUE,1,,,"""In the upper reaches of the harbour around Teddington, the water was up into the drains in the late afternoon [on March 29]."" The Press 30 March 1964",See Lyttelton entry and Excel plot - water levels at Lyttelton reached a maximum of 0.4 m above MHWS at 17:40 March 29.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 6:30,29/03/1964 6:30,t,1,,,,,,,,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,IV,IV,,,,,see source event,,see source event,see source event
554,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Timaru,-44.4,171.26,4,TRUE,1,,,"""A surge which lifted the level of the water in the Timaru harbour by about 6 ins shortly after 3 am [or pm?] yesterday was the effect of the tidal wave which followed the Alaskan earthquake.
The rise, which was of very short duration, caused no damage to small craft in the harbour. Harbour officials said the surge would not have been noticed had not a watch been maintained for it"" (Gisborne Herald 30 March 1964)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 7:30,29/03/1964 7:30,t,1,,,,,,,,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,II,II,,,,,see source event,,see source event,see source event
555,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Oamaru,-45.098,170.971,4,FALSE,1,,,"Although effects elsewhere are reported, no local effects are mentioned in the Oamaru Mail, which was searched up to 3 April.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 7:30,29/03/1964 7:30,t,1,,,,,,,,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT OBSERVED?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
556,77,78,,29/03/1964,29/03/1964,d,1,1964,March,29,Bluff,-46.60247299,168.3398739,4,FALSE,1,,,No noticeable tidal variations were observed at Bluff or other points on the Southland coast. (Dominion 30 March 1964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/1964 8:30,29/03/1964 8:30,t,1,,,,,,,,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
557,78,79,,29/09/1970,29/09/1970,d,1,1970,September,29,Waihao River,-44.77,171.17,1,TRUE,2,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,,,,,,,see source event,see source event
558,79.1,80,,15/01/1976,15/01/1976,d,1,1976,January,15,Tutukaka (NE of Whangarei),-35.60939109,174.5248802,4,FALSE,2,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/1976 6:15,15/01/1976 6:15,t,1,,,,,,,"See next earthquake, 1976 January 14 1647UT",2.3,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,,,see source event,see source event
559,79.2,81,,15/01/1976,15/01/1976,d,1,1976,January,15,Tutukaka (NE of Whangarei),-35.60939109,174.5248802,4,TRUE,1,,,"Surge at 08:40 [NZ Daylight Saving Time; 07:40 NZST] broke loose a yacht from its anchorage, sweeping it into other boats, breaking some mooring ropes. An 0.2 m rise lasting 5-6 minutes came in as a ""great big whirlpool"" that moved at an estimated 8 knots. Second surge at 09:20 [08:20 NZST]. (NZ Herald 16 January 1976); Several yachts were damaged in a 0.75 metre tidal surge at the Tutukaka boat harbour at about 8 am [07:00 NZST]on 15 January. (Bay of Plenty Times 15 January 1976)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/1976 7:10,15/01/1976 7:10,t,1,,15/01/1976 7:40,15/01/1976 7:40,t,1,,,2.4,2.4,1,2.9,2.9,1,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.75,2,,15/01/1976 8:00,15/01/1976 8:00,t,1,8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,Yachts damaged,V,V,,,,,,,see source event,see source event
560,79.2,81,,15/01/1976,15/01/1976,d,1,1976,January,15,Whangarei [Default: Port Whangarei],-35.75565391,174.3480829,4,,,,,"Small oscillations were recorded. (de Lange & Healy, 1986)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,2,,15/01/1976 0:00,15/01/1976 0:00,d,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,I,I,,,,,,,see source event,see source event
561,79.2,81,,15/01/1976,15/01/1976,d,1,1976,January,15,Auckland [default location: Mechanics Bay],-36.84663002,174.785263,4,,,,,"<0.1 Auckland port (Table 1 in de Lange & Hull (1994), citing de Lange & Healy (1986), Tsunami Newsletters and Civil Defence as sources for the Table.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,1,,15/01/1976 0:00,15/01/1976 0:00,d,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,I,I,,,,,,,see source event,see source event
562,79.2,81,,15/01/1976,15/01/1976,d,1,1976,January,15,Mount Maunganui,-37.64013173,176.1867548,4,,,,,"Slight fluctuations on tide gauge at Salisbury Wharf, Mount Maunganui. (Bay of Plenty Times 15 January 1976); Note: de lange & Healy (1986) list this location as Tauranga.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2?,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,2,,15/01/1976 0:00,15/01/1976 0:00,d,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RRF,1,,,,,,I,I,,,,,,,see source event,see source event
563,80,82,,23/06/1977,23/06/1977,d,1,1977,June,23,Opua,-35.31416548,174.1189009,4,TRUE,1,,,"Maximum reported wave height of 0.15 m. (De Lange & Healy (1986) citing IOC Tsunami Report 1977-79 and NZ Seismological Bulletin E-159.); Max water height: 0.15 (Type 2= tide gauge measurement); Travel time: 04:02; period of first cycle: - (NGDC Tsunami Database, April 2009)","This measurement is identified in NGDC Tsunami Database (April 2009) as a tide gauge measurement, and th given "" maximum water height"" is defined as ""half the maximium height (minus the normal tide) of a tsunami wave recorded at the coast by a tide gauge"".",23/06/1977 4:11,23/06/1977 4:11,t,1,,4,1,,,,,,,,,,,,,,,,,,,0.15,,1,23/06/1977 0:00,23/06/1977 0:00,d,1,Unknown,,,,,,,,,,,,,,,,,,See tide gauge data columns,2.8,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,,,see source event,see source event
564,80,82,,23/06/1977,23/06/1977,d,1,1977,June,23,Whangarei [Default: Port Whangarei],-35.75565391,174.3480829,4,TRUE,1,,,"Maximum reported wave height of 0.13 m. (De Lange & Healy (1986) citing IOC Tsunami Report 1977-79 and NZ Seismological Bulletin E-159.); Max water height: 0.13 (Type 2= tide gauge measurement); Travel time: 03:42; period of first cycle: 40 min (NGDC Tsunami Database, April 2009)","This measurement is identified in NGDC Tsunami Database (April 2009) as a tide gauge measurement, and th given "" maximum water height"" is defined as ""half the maximium height (minus the normal tide) of a tsunami wave recorded at the coast by a tide gauge"".",23/06/1977 3:51,23/06/1977 3:51,t,1,,3.7,1,,,,,,,,,,,,,,,,,,,0.13,,1,23/06/1977 0:00,23/06/1977 0:00,d,1,Unknown,,,,40,,,,,,,,,,,,,,See tide gauge data columns,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,,,see source event,see source event
565,80,82,,23/06/1977,23/06/1977,d,1,1977,June,23,Auckland [default location: Mechanics Bay],-36.84663002,174.785263,4,TRUE,1,,,"Maximum reported wave height of 0.10 m. (De Lange & Healy (1986) citing IOC Tsunami Report 1977-79 and NZ Seismological Bulletin E-159.); Max water height: 0.10 (Type 2= tide gauge measurement); Travel time: 03:37; period of first cycle: 10 min (NGDC Tsunami Database, April 2009)","This measurement is identified in NGDC Tsunami Database (April 2009) as a tide gauge measurement, and th given "" maximum water height"" is defined as ""half the maximium height (minus the normal tide) of a tsunami wave recorded at the coast by a tide gauge"".",23/06/1977 3:46,23/06/1977 3:46,t,1,,3.6,1,,,,,,,,,,,,,,,,,,,0.1,,1,23/06/1977 0:00,23/06/1977 0:00,d,1,unknown,,,,10,,,,,,,,,,,,,,See tide gauge data columns,3.5,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,,,see source event,see source event
566,80,82,,23/06/1977,23/06/1977,d,1,1977,June,23,Tauranga,-37.68,176.17,4,TRUE,1,,,"Maximum reported wave height of 0.15 m. (De Lange & Healy (1986) citing IOC Tsunami Report 1977-79 and NZ Seismological Bulletin E-159.); Max water height: 0.15 (Type 2= tide gauge measurement); Travel time: 03:14; period of first cycle: 27 min (NGDC Tsunami Database, April 2009)","This measurement is identified in NGDC Tsunami Database (April 2009) as a tide gauge measurement, and th given "" maximum water height"" is defined as ""half the maximium height (minus the normal tide) of a tsunami wave recorded at the coast by a tide gauge"".",23/06/1977 3:23,23/06/1977 3:23,t,1,,3.2,1,,,,,,,,,,,,,,,,,,,0.15,,1,23/06/1977 0:00,23/06/1977 0:00,d,1,Unknown,,,,27,,,,,,,,,,,,,,See tide gauge data columns,2.7,2.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,,,see source event,see source event
