id,location_region,location_site,latitude,longitude,sitestatus,physical_characteristics,classification,date_min,date_max,inferred_date_range_min,inferred_date_range_max,age_max,age_min,inferred_age_range,time_scale_age,validity,natureofevidence,natureofevidencedesc,datingtechnique,geodatingtechnique,eventcomment,elevation,elevation_comment,est_min_landward_limit,est_min_landward_limit_comment,thickness,source_cause,source_cause_comment,sourcecertainty,source_location,source_lat,source_lon,proxies,references
"217","Canterbury","South Bay","-42.4125","173.6743","Deposit absent","Pebbles/sand over occupation","Prehistoric AD","1300","1650","1604","1604","1300","1650","1604","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Archaeological information","Arch: Marine pebbles and sand found overlying Archaic sites at Seddon's Ridge. Linked with Wairau or Kaikoura? See refs for dates","5","","200","","0.3","Quake","Could relate to local Kaikoura Canyon event.","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,28,30","39,83,107"
"218","Canterbury","Waipapa Bay","-42.2103","173.8717","Unknown","Sand separates occupations","Prehistoric AD","1300","1650","1604","1604","1300","1650","1604","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Sand layer separates some occupations, stratigraphically could correlate with other Canterbury sites - needs more work","3","?","50","??","0.1","Quake","Could relate to local Kaikoura Canyon event.","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","20,24,28,30","109,313"
"219","Canterbury","Waipara River mouth","-43.1471","172.7974","Unknown","Pebbles/sand over occupation","Prehistoric AD","1300","1650","1604","1604","1300","1650","1604","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Archaeological information","Arch: Marine pebbles separate Archaic and Classic occupation sites","3","3.00?","300","300?","0.1","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,28,30","109,246"
"220","Marlborough District","Needles Point to Tirohanga","-41.88","174.15","Deposit present","Pebbles in sand","Prehistoric AD","1300","1450","1250","1350","1300","1450","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebble layer associated with occupation sites - correlates with Wairau Bar?","5","5.00?","200","200?","0.05","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,28,30","57,109,178,246"
"221","Marlborough District","Wairau Bar, Blenheim","-41.5049","174.0614","Deposit present","Pebbles on sand","Prehistoric AD","1300","1450","1250","1350","1300","1450","1250-1350","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebble veneer overlies dunes/Archaic sites, and some reworking of artefacts - see refs for dating","5","","300","","0.1","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,21,22,23,24,25,26,27,28,29,30","57,109,202,206"
"222","Bay of Plenty","Motiti Island","-37.6089","176.4153","Not applicable","Pebbles in sand","Prehistoric AD","1300","1500","1450","1480","1300","1500","1450-1480","AD","Moderate (5-8 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation","Strat: Post Māori occupation","4","","50","50?","0.05","Quake","Local source?","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,24,25,26,28,30","127,292"
"223","Bay of Plenty","Motuhora (Whale) Island","-37.8538","176.9632","Deposit present","Pebbles in sand","Prehistoric AD","1300","1500","1450","1480","1300","1500","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebble surface in dunes (deflation?) - associated with Māori artefacts but not clear whether Archaic or Classic.","5","","150","","0.1","Quake","Local source?","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,24,28,30","127,156"
"224","Waikato","Red Mercury Island","-36.628","175.9326","Deposit present","Pebbles overlie surface","Prehistoric AD","1300","1500","1450","1480","1300","1500","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles overlie surface and Archaic Māori sites.","30","","100","","0.1","Quake","Local source?","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,24,28,30","127,156"
"225","West Coast","Buller","-41.7491","171.5714","Deposit present","Gravel lag overlies occupation site","Prehistoric AD","1300","1500","1470","1510","1300","1500","1470-1510","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Overlies early Archaic occupation, post AD1300, but probably pre-AD1500.","5","5.00?","500","","0.2","Quake","","Inferred","Karamea Bight","","","1,20,24,28,30","109,165"
"226","Northland","Hihi","-34.9723","173.5375","Deposit present","Pebbles in sand","Prehistoric AD","1300","1500","1450","1480","1300","1500","1450-1480","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Overlies Māori occupation, in appropriate straigraphic position for Northland, see reference for dating","9.5","","20","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,3,5,6,12,16,17,19,20,24,26,28,30","127,263"
"227","Northland","Kaituna Bay, Mimiwhangata","-35.4287","174.4298","Deposit present","Sand in lake/Pebbles in soil","Prehistoric AD","1300","1500","1450","1480","1300","1500","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Post Māori arrival - possibly linked with other 15th century sites?","3.5","","100","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,6,19,20,24,28,30","54,127,253"
"228","Southland","Martins Bay, Fiordland","-44.38","167.9884","Deposit present","Coastal dune remobilsation","Prehistoric AD","1300","1500","1430","1500","1300","1500","1430-1500","AD","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Estimated pre-AD1500 but post Māori settlement","","","","","","Quake","","Inferred","Alpine Fault","-44.6","167.5","26,28,30","197,202,294"
"229","Waikato","Hahei","-36.8401","175.809","Deposit absent","Sand over occupation","Prehistoric AD","1300","1500","1450","1480","1300","1500","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: ""Sterile"" sand overlying occupation beneath 15th C event.","3.5","3.50?","100","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,5,6,20,24,28,30","84,127"
"230","Waikato","Hot Water Beach","-36.8884","175.8221","Deposit absent","Sand over occupation layer","Prehistoric AD","1300","1500","1450","1480","1300","1500","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: ""Sterile"" sand overlying occupation layer.","3.5","3.50?","300","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,20,24,28,30","127,186"
"231","Waikato","Whiritoa","-37.2904","175.9064","Deposit absent","Sand over occupation layer","Prehistoric AD","1300","1500","1450","1480","1300","1500","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Sand overlies occupation - correlated with Hot Water Beach","3","","150","","0.1","Quake","","Inferred","Tonga-Kermadec","","","1,20,24,28,30","127,295"
"232","Canterbury","Moa Bone Point Cave","-43.5573","172.7374","Deposit absent","Pebbles/sand/wood in cave","Prehistoric AD","1300","1500","1250","1350","1300","1500","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Geoarchaeological correlation - with Moncks Cave","2","","200","200+","0.1","Quake","Possible local source","Inferred","Chile, Chile (North), Peru, Peru (South)","","","1,14,20,21,24,28,30","115,145,205"
"233","Canterbury","Moncks Cave","-43.5638","172.7398","Deposit present","Sand between occupations","Prehistoric AD","1300","1500","1250","1350","1300","1500","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Geoarchaeological correlation - see refs for dating","2","","200","","0.1","Quake","Possible local source","Inferred","Chile, Chile (North), Peru, Peru (South)","","","1,20,24,28,30","115,202,205,246"
"234","Marlborough District","Wairau Bar, Blenheim","-41.5049","174.0614","Not applicable","Pūrākau","Unknown","1300","1450","1250","1350","1300","1450","1250-1350","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Strat/Arch: Taniwha lived in a cave near Cape Campbell used to devour Māori travelling around Wairau coast (matches Wairau Bar geological evidence?)","","","","","","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South), Hikurangi","","","25,28,30","51,180,206,314"
"235","Marlborough District","Lake Grassmere","-41.7232","174.1949","Not applicable","Pūrākau","Unknown","1300","1450","1250","1350","1300","1450","1250-1350","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Kupe in anger caused sea to wash over land - forming Lake Grassmere, Wairau lagoons, and sinking Titipua Is. Which was off Cape Campbell","","","","","","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South), Hikurangi","","","25,28","85,180,214,315"
"236","Waikato","North Aotea","-37.982522","174.788228","Deposit present","Māori settlement inland/uphill","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Site occupied after 1460-1500 AD (Fox and Cassels, 1983); Davidson,1984) along with inland sites at Ngaroto (Shawcross, 1968) and Mangakaware (Bellwood,1978) -response to tsunami at coast?","","","","","","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","24,25,28,30","73,89,109"
"237","Waikato","South Aotea","-38.027693","174.794532","Deposit present","Sand advance over Māori sites","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","Early Ohuan dune remobilisation -regiowide signal. Post-late Tamatean tsunami?","","","","","","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","20,24,25,26,28,30","109,197,248,295"
"238","Waikato","South East Aotea","-38.032048","174.791522","Deposit present","Sand advance over Māori sites","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","Early Ohuan dune remobilisation -regiowide signal. Post-late Tamatean tsunami?","","","","","","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","20,24,25,26,28,30","109,197,295"
"239","Waikato","Lake Taharoa","-38.17","174.73","Deposit present","Sand advance over Māori sites","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","Nukumiti Sands -equivalent to Aotea sites - Post-late Tamatean tsunami?","5","","2300","","","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","20,24,25,26,28,30","109,248,249"
"240","Waikato","Motunau Rocks","-38.239614","174.711135","Deposit present","Gravel lag overlies sand/occupation layer","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","Resembles Awakino site","15","","70","","0.1","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","1,5,20,24,25,26,27,28,30","109,238"
"241","Waikato","Tauhua Stream","-38.271244","174.718113","Deposit present","Gravel lag overlies sand/occupation layer","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","Similar to Wellman (1962a, 1962b) description from Marakopa","20","","150","","0.1","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","1,5,20,24,25,26,27,28,30","109,239,240"
"242","Waikato","Paparahia Stream","-38.530016","174.636715","Deposit present","Gravel lag with marine shells associated with occupation site","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","11 ha site at river mouth","15","","200","","0.1","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","1,5,14,20,24,25,26,27,28,30","109,241"
"243","Waikato","Paritutu Stream","-38.61998","174.624139","Deposit present","Gravel scatter in association with occupation area","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","In in-situ pebble scatter reported by archaeologist","14","","50","","0.1","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","26,28,30","109,242"
"244","Waikato","Pitone Stream","-38.636543","174.623144","Deposit present","Gravel lag overlies sand/occupation layer","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","Extensive pebble scatter over charcoal-rich sandy soil","6","","50","","0.1","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","1,5,20,24,25,26,27,28,30","109,243"
"245","Taranaki","Waihi Stream","-38.98323","174.308484","Deposit present","Gravel lag overlies sand","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","Marine pebbles overlying coastal dunes","5","","70","","0.1","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","26,28,30","100,109"
"246","Taranaki","Bell Block","-39.016784","174.155801","Deposit present","Gravel lag overlies sand","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","Marine pebbles overlying coastal dunes","20","","30","","0.1","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","26,28,30","100,109"
"247","Taranaki","Perth Road","-39.141769","173.872912","Deposit present","Gravel lag overlies sand","Prehistoric AD","1300","1500","1320","1450","1300","1500","1320-1450","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Archaeological information","Marine pebbles overlying coastal dunes","12","","150","","0.1","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","-37.545","171.9688","26,28,30","100,109"
"248","Hawke's Bay","Clive","-39.5915","176.9326","Deposit present","Sand in mud","Prehistoric AD","1280","1640","1450","1480","1280","1640","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Incorporates Loisels Pumice + overlain by C14 date AD1420-1640","1","","400","","0.05","Quake","","Inferred","Hikurangi Trough","","","1,5,11,15,17,28,30","102"
"249","Hawke's Bay","Ocean Beach","-39.6991","177.0352","Deposit present","Gravels in sand","Prehistoric AD","1280","1640","1450","1480","1280","1640","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles associated with Archaic middens - links to Gisborne and other BOP sites - probably ~AD1450-1480","10","","1000","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,20,24,26,28,30","102,202,258"
"250","Hawke's Bay","Porangahau","-40.2176","176.7684","Deposit present","Gravels in sand","Prehistoric AD","1280","1640","1450","1480","1280","1640","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in dune sand associated with Archaic sites - probably linked with other ~AD1450-1480 sites","5","","250","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,20,24,26,28,30","102,202,258"
"251","Hawke's Bay","Rangaiika","-39.6665","177.0772","Deposit present","Gravels in sand","Prehistoric AD","1280","1640","1450","1480","1280","1640","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles associated with Archaic middens - links to other ~AD1450-1480 sites?","10","","150","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,20,24,26,28,30","258"
"252","Canterbury","Normanby, Timaru","-44.4576","171.2443","Deposit absent","Pebbles/sand over Archaic sites","Prehistoric AD","1280","1500","1250","1350","1280","1500","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles overlie Archaic occupation - site abandoned?","5","","200","","0.1","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,5,20,24,28","58,107,141"
"253","Canterbury","Opihi River mouth","-44.2852","171.3366","Unknown","Pebbles/sand over occupation","Prehistoric AD","1280","1500","1250","1350","1280","1500","1250-1350","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Archaeological information","Arch: Marine pebbles overlie Archaic occupation sites?","5","","200","200??","0.1","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,28","107,193,246"
"254","Canterbury","Rakaia River mouth","-43.8842","172.2438","Deposit present","Pebbles/sand over occupation","Prehistoric AD","1280","1500","1250","1350","1280","1500","1250-1350","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Archaeological information","Arch: Marine pebbles and Moa bones scattered over Archaic occupation sites?","5","","200","200??","0.1","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,28","107,202,246"
"255","Canterbury","Tumbledown Bay","-43.8534","172.7704","Deposit present","Pebbles over sand","Prehistoric AD","1280","1500","1250","1350","1280","1500","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles overlie Archaic occupation - site abandoned. See references for dates.","5","","150","","0.1","Quake","Possibly related to gas hydrate release.","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,2,5,20,24,26,28,30","58,107,130,131,290"
"256","Canterbury","Waihao River mouth","-44.7759","171.1659","Unknown","Pebbles/sand over occupation","Prehistoric AD","1280","1500","1250","1350","1280","1500","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Archaeological information","Arch: Marine pebbles overlie Archaic occupations sites?","7","","200","200??","0.1","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,28","107,246"
"257","Otago","Katiki Point","-45.3961","170.8694","Deposit present","Pebbles over occupation site","Prehistoric AD","1280","1500","1250","1350","1280","1500","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles overlie cultural material inc Moa.","5","","50","","0.1","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,28,30","107,288"
"258","Southland","The Neck, Stewart Island","-46.9492","168.1735","Deposit present","Gravel/pebbles in sand","Prehistoric AD","1280","1500","1250","1350","1280","1500","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in association with early (Archaic) occupation - tsunami?","10","10.00?","200","","0.05","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,16,17,20,24,26,28,30","107,316"
"259","Hawke's Bay","Mahanga Beach","-39.052735","177.892116","Deposit present","Pebbles in sand","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","5","","200","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,28,30","101,102"
"260","Hawke's Bay","Oraka Beach","-39.073456","177.902988","Deposit present","Dune pedestals, sand sheet.","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","5","","100","","0.1","Quake","","Inferred","Hikurangi Trough","","","26,28,30","101,102"
"261","Hawke's Bay","Mahia Beach","-39.086866","177.87334","Deposit present","Gravels separating Māori  occupation layers","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","7","","50","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,20,24,28,30","101,102"
"262","Hawke's Bay","Portland Island, Mahia Peninsula","-39.2823","177.869329","Deposit present","Gravels separating Māori  occupation layers","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","5","","100","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,20,24,28,30","101,102,166"
"263","Hawke's Bay","Blucks Pit Road","-39.05132","177.701151","Deposit present","Gravels in sand","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","5","","250","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,28,30","101,102"
"264","Hawke's Bay","Whakaki East","-39.049827","177.67283","Deposit present","Gravels in soil","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","9","","250","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,28,30","101,102"
"265","Hawke's Bay","Waikokopu","-39.072153","177.825482","Deposit present","Hummocky topography","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","5","","100","","","Quake","","Inferred","Hikurangi Trough","","","26,28,30","101,102"
"266","Hawke's Bay","Tangoio Beach","-39.336842","176.922618","Deposit present","Gravels in soil","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","5","","50","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,28,30","101,102"
"267","Hawke's Bay","Mangakuri Beach","-39.976747","176.912649","Deposit present","Gravels in sand","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","3","","150","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,28,30","101,102"
"268","Hawke's Bay","Blackhead Beach","-40.170155","176.826852","Deposit present","Gravels in sand","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","8","","50","","0.1","Quake","","Inferred","Hikurangi Trough","","","1,28,30","101,102"
"269","Hawke's Bay","Porangahau","-40.279369","176.674113","Deposit present","Hummocky topography, dune pedestals","Prehistoric AD","1280","1640","1400","1500","1280","1640","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand dunes corroborate with numerous regional sites. Refer to references to details.","5","","200","","","Quake","","Inferred","Hikurangi Trough","","","26,28,30","101,102"
"270","Canterbury","Clarence River mouth","-42.152","173.932","Deposit present","Pebbles in sand","Prehistoric AD","1250","1450","1250","1350","1250","1450","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebble layer associated with occupation sites - correlates with Wairau Bar?","20","","200","200?","0.05","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,28,30","57,109,287"
"271","Canterbury","Dashing Rocks, Timaru","-44.3762","171.251","Deposit absent","Pebbles over occupation layer","Prehistoric AD","1250","1800","1250","1350","1250","1800","1250-1350","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Marine pebbles overlying Archaic occupation site","12","","50","","0.1","Quake","Could relate to more local source","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,26,28,30","109,193"
"272","Waikato","Korapuke Island","-36.6581","175.8582","Deposit present","Boulders-Pebbles on hilltop","Prehistoric AD","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Discontinuous boulder/pebble veneer overlying archaeological material. Highly probable that this is a palaeo waterspout deposit.","60","60.00+","100","","1","Quake","Possibly not tsunami","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,26,29","97"
"273","Hawke's Bay","Wairoa River","-39.0546","177.4313","Unknown","Marine gravel in sand","Prehistoric AD","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Marine pebbles extend up to 1km inland and overlie the Waiherere Terrace of the Wairoa River","10","10.00?","1000","","0.1","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,28","169"
"274","Auckland","Tapora Island","-36.3861","174.2382","Deposit absent","Eroded Island, Pūrākau","Prehistoric AD","1250","1350","1250","1350","1250","1350","1250-1350","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Archaeological information","Arch: Māori oral record tells that soon after arrival of Mahuhu canoe the land was shaved off by the sea (storm/tsunami/natural processes?) Post AD1250","","","","","","Slide","Possibly related to Aotea seamount event AD1320-1450.","Inferred","Offshore slide","","","25,26","251,273"
"275","Bay of Plenty","Papamoa","-37.7277","176.2965","Deposit present","Sandy peat + subsidence","Prehistoric AD","1250","1350","1200","1315","1250","1350","1200-1315","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Between Taupo and Kaharoa tephras","11","","2500","","0.01","Quake","","Inferred","Tonga-Kermadec, South America","","","1,2,16,27,28,30","33,96,109,295"
